#roi	label	R	G	B	A
164	R_VosdeWael_Area_12	0	12	12	0
165	R_VosdeWael_Area_13	0	13	13	0
166	R_VosdeWael_Area_14	0	14	14	0
167	R_VosdeWael_Area_15	0	15	15	0
168	R_VosdeWael_Area_16	0	16	16	0
169	R_VosdeWael_Area_17	0	17	17	0
170	R_VosdeWael_Area_18	0	18	18	0
171	R_VosdeWael_Area_19	0	19	19	0
172	R_VosdeWael_Area_20	0	20	20	0
173	R_VosdeWael_Area_21	0	21	21	0
174	R_VosdeWael_Area_22	0	22	22	0
175	R_VosdeWael_Area_23	0	23	23	0
176	R_VosdeWael_Area_24	0	24	24	0
177	R_VosdeWael_Area_25	0	25	25	0
178	R_VosdeWael_Area_26	0	26	26	0
179	R_VosdeWael_Area_27	0	27	27	0
180	R_VosdeWael_Area_28	0	28	28	0
181	R_VosdeWael_Area_29	0	29	29	0
182	R_VosdeWael_Area_30	0	30	30	0
183	R_VosdeWael_Area_31	0	31	31	0
184	R_VosdeWael_Area_32	0	32	32	0
185	R_VosdeWael_Area_33	0	33	33	0
186	R_VosdeWael_Area_34	0	34	34	0
187	R_VosdeWael_Area_35	0	35	35	0
188	R_VosdeWael_Area_36	0	36	36	0
189	R_VosdeWael_Area_37	0	37	37	0
190	R_VosdeWael_Area_38	0	38	38	0
191	R_VosdeWael_Area_39	0	39	39	0
192	R_VosdeWael_Area_40	0	40	40	0
193	R_VosdeWael_Area_41	0	41	41	0
194	R_VosdeWael_Area_42	0	42	42	0
195	R_VosdeWael_Area_43	0	43	43	0
196	R_VosdeWael_Area_44	0	44	44	0
197	R_VosdeWael_Area_45	0	45	45	0
198	R_VosdeWael_Area_46	0	46	46	0
199	R_VosdeWael_Area_47	0	47	47	0
200	R_VosdeWael_Area_48	0	48	48	0
201	R_VosdeWael_Area_49	0	49	49	0
202	R_VosdeWael_Area_50	0	50	50	0
203	R_VosdeWael_Area_51	0	51	51	0
204	R_VosdeWael_Area_52	0	52	52	0
205	R_VosdeWael_Area_53	0	53	53	0
206	R_VosdeWael_Area_54	0	54	54	0
207	R_VosdeWael_Area_55	0	55	55	0
208	R_VosdeWael_Area_56	0	56	56	0
209	R_VosdeWael_Area_57	0	57	57	0
210	R_VosdeWael_Area_58	0	58	58	0
211	R_VosdeWael_Area_59	0	59	59	0
212	R_VosdeWael_Area_60	0	60	60	0
213	R_VosdeWael_Area_61	0	61	61	0
214	R_VosdeWael_Area_62	0	62	62	0
215	R_VosdeWael_Area_63	0	63	63	0
216	R_VosdeWael_Area_64	0	64	64	0
217	R_VosdeWael_Area_65	0	65	65	0
218	R_VosdeWael_Area_66	0	66	66	0
219	R_VosdeWael_Area_67	0	67	67	0
220	R_VosdeWael_Area_68	0	68	68	0
221	R_VosdeWael_Area_69	0	69	69	0
222	R_VosdeWael_Area_70	0	70	70	0
223	R_VosdeWael_Area_71	0	71	71	0
224	R_VosdeWael_Area_72	0	72	72	0
225	R_VosdeWael_Area_73	0	73	73	0
226	R_VosdeWael_Area_74	0	74	74	0
227	R_VosdeWael_Area_75	0	75	75	0
228	R_VosdeWael_Area_76	0	76	76	0
229	R_VosdeWael_Area_77	0	77	77	0
230	R_VosdeWael_Area_78	0	78	78	0
231	R_VosdeWael_Area_79	0	79	79	0
232	R_VosdeWael_Area_80	0	80	80	0
233	R_VosdeWael_Area_81	0	81	81	0
234	R_VosdeWael_Area_82	0	82	82	0
235	R_VosdeWael_Area_83	0	83	83	0
236	R_VosdeWael_Area_84	0	84	84	0
237	R_VosdeWael_Area_85	0	85	85	0
238	R_VosdeWael_Area_86	0	86	86	0
239	R_VosdeWael_Area_87	0	87	87	0
240	R_VosdeWael_Area_88	0	88	88	0
241	R_VosdeWael_Area_89	0	89	89	0
242	R_VosdeWael_Area_90	0	90	90	0
243	R_VosdeWael_Area_91	0	91	91	0
244	R_VosdeWael_Area_92	0	92	92	0
245	R_VosdeWael_Area_93	0	93	93	0
246	R_VosdeWael_Area_94	0	94	94	0
247	R_VosdeWael_Area_95	0	95	95	0
248	R_VosdeWael_Area_96	0	96	96	0
249	R_VosdeWael_Area_97	0	97	97	0
250	R_VosdeWael_Area_98	0	98	98	0
251	R_VosdeWael_Area_99	0	99	99	0
252	R_VosdeWael_Area_100	0	100	100	0
253	R_VosdeWael_Area_101	0	101	101	0
254	R_VosdeWael_Area_102	0	102	102	0
255	R_VosdeWael_Area_103	0	103	103	0
256	R_VosdeWael_Area_104	0	104	104	0
257	R_VosdeWael_Area_105	0	105	105	0
258	R_VosdeWael_Area_106	0	106	106	0
259	R_VosdeWael_Area_107	0	107	107	0
260	R_VosdeWael_Area_108	0	108	108	0
261	R_VosdeWael_Area_109	0	109	109	0
262	R_VosdeWael_Area_110	0	110	110	0
263	R_VosdeWael_Area_111	0	111	111	0
264	R_VosdeWael_Area_112	0	112	112	0
265	R_VosdeWael_Area_113	0	113	113	0
266	R_VosdeWael_Area_114	0	114	114	0
267	R_VosdeWael_Area_115	0	115	115	0
268	R_VosdeWael_Area_116	0	116	116	0
269	R_VosdeWael_Area_117	0	117	117	0
270	R_VosdeWael_Area_118	0	118	118	0
271	R_VosdeWael_Area_119	0	119	119	0
272	R_VosdeWael_Area_120	0	120	120	0
273	R_VosdeWael_Area_121	0	121	121	0
274	R_VosdeWael_Area_122	0	122	122	0
275	R_VosdeWael_Area_123	0	123	123	0
276	R_VosdeWael_Area_124	0	124	124	0
277	R_VosdeWael_Area_125	0	125	125	0
278	R_VosdeWael_Area_126	0	126	126	0
279	R_VosdeWael_Area_127	0	127	127	0
280	R_VosdeWael_Area_128	0	128	128	0
281	R_VosdeWael_Area_129	0	129	129	0
282	R_VosdeWael_Area_130	0	130	130	0
283	R_VosdeWael_Area_131	0	131	131	0
284	R_VosdeWael_Area_132	0	132	132	0
285	R_VosdeWael_Area_133	0	133	133	0
286	R_VosdeWael_Area_134	0	134	134	0
287	R_VosdeWael_Area_135	0	135	135	0
288	R_VosdeWael_Area_136	0	136	136	0
289	R_VosdeWael_Area_137	0	137	137	0
290	R_VosdeWael_Area_138	0	138	138	0
291	R_VosdeWael_Area_139	0	139	139	0
292	R_VosdeWael_Area_140	0	140	140	0
293	R_VosdeWael_Area_141	0	141	141	0
294	R_VosdeWael_Area_142	0	142	142	0
295	R_VosdeWael_Area_143	0	143	143	0
296	R_VosdeWael_Area_144	0	144	144	0
297	R_VosdeWael_Area_145	0	145	145	0
298	R_VosdeWael_Area_146	0	146	146	0
299	R_VosdeWael_Area_147	0	147	147	0
300	R_VosdeWael_Area_148	0	148	148	0
301	R_VosdeWael_Area_149	0	149	149	0
302	R_VosdeWael_Area_150	0	150	150	0
